assessment_id,date,school_id,grade,subject,grading_scale,avg_score,max_marks,total_students_assessed,score_100
TST004618,2025-02-11,SCH0179,8,English,%,62.4%,100,77,62.4
TST004456,2025-04-26,SCH0549,3,English,%,65.6%,100,46,65.6
TST006954,2025-06-26,SCH0128,6,English,Letter Grade,B,NA,42,80.0
TST004261,2025-07-23,SCH0017,6,Science,Raw Marks,79.1/100,100,91,79.1
TST001941,2025-07-18,SCH0233,5,Science,Letter Grade,C,NA,80,70.0
TST004675,2025-09-21,SCH0156,7,Mathematics,Raw Marks,29.8/50,50,126,59.599999999999994
TST001958,2025-06-29,SCH0442,4,Hindi,Raw Marks,41.9/50,50,131,83.8
TST003521,2025-08-10,SCH0089,4,Hindi,Letter Grade,D,NA,67,60.0
TST004948,2025-10-16,SCH0128,5,Mathematics,%,66.4%,100,106,66.4
TST005164,2025-06-13,SCH0162,7,Mathematics,CGPA,5.7,10,146,57.0
TST000703,2025-04-12,SCH0155,4,English,Letter Grade,E,NA,102,50.0
TST002055,2025-07-23,SCH0382,3,EVS,Raw Marks,47.4/50,50,137,94.8
TST006967,2026-03-05,SCH0599,7,Punjabi,CGPA,4.0,10,32,40.0
TST005909,2025-07-15,SCH0330,6,Hindi,Letter Grade,C,NA,76,70.0
TST006769,2026-01-20,SCH0519,3,Hindi,Percentage,69.3%,100,84,69.3
TST006926,2025-12-25,SCH0546,5,Mathematics,Letter Grade,D,NA,53,60.0
TST007541,2025-07-05,SCH0169,5,Science,Letter Grade,C,NA,141,70.0
TST006707,2025-10-16,SCH0236,4,Mathematics,Raw Marks,22.2/25,25,58,88.8
TST003414,2025-10-16,SCH0315,7,Science,pct,48.2%,100,37,48.2
TST002847,2025-10-28,SCH0196,7,EVS,CGPA,9.0,10,86,90.0
TST005515,2025-12-31,SCH0394,6,Mathematics,pct,81.6%,100,137,81.6
TST004595,2025-04-26,SCH0455,4,English,Raw Marks,23.2/25,25,76,92.8
TST003618,2025-10-23,SCH0338,7,EVS,Raw Marks,23.1/25,25,123,92.4
TST002794,2025-08-01,SCH0204,6,Hindi,Raw Marks,90.9/100,100,88,90.9
TST007442,2025-12-31,SCH0445,6,Mathematics,%,70.7%,100,144,70.7
TST005963,2025-01-08,SCH0456,6,Hindi,Raw Marks,53.3/100,100,127,53.29999999999999
TST000399,2025-08-29,SCH0106,8,Mathematics,%,85.2%,100,31,85.2
TST007979,2025-12-16,SCH0020,3,Science,Percentage,64.7%,100,73,64.7
TST007990,2025-11-23,SCH0548,7,Science,Percentage,86.0%,100,30,86.0
TST003673,2025-09-05,SCH0283,5,Mathematics,CGPA,4.6,10,23,46.0
TST006156,2026-02-16,SCH0586,8,EVS,Raw Marks,27.1/50,50,41,54.2
TST005356,2025-07-08,SCH0334,4,EVS,Letter Grade,D,NA,98,60.0
TST000205,2025-11-23,SCH0018,5,EVS,Letter Grade,C,NA,144,70.0
TST005810,2025-08-29,SCH0014,4,Mathematics,Raw Marks,21.6/25,25,39,86.4
TST001420,2025-10-31,SCH0493,5,English,Percentage,49.8%,100,72,49.8
TST000260,2025-04-24,SCH0524,6,Punjabi,Letter Grade,C,NA,94,70.0
TST005853,2025-06-04,SCH0248,4,English,pct,85.4%,100,50,85.4
TST003991,2025-07-15,SCH0405,3,Science,Raw Marks,69.9/100,100,85,69.9
TST005918,2025-06-25,SCH0003,8,English,Percentage,80.6%,100,130,80.6
TST002598,2026-03-09,SCH0500,6,Hindi,pct,58.2%,100,82,58.2
TST006388,2026-01-06,SCH0246,7,Science,Letter Grade,E,NA,129,50.0
TST003266,2026-01-22,SCH0510,3,EVS,Letter Grade,E,NA,138,50.0
TST006846,2026-03-01,SCH0182,5,EVS,%,56.1%,100,30,56.1
TST005463,2025-10-06,SCH0411,3,Mathematics,Raw Marks,31.8/50,50,142,63.6
TST004489,2025-05-12,SCH0350,3,Mathematics,Letter Grade,D,NA,132,60.0
TST005486,2025-07-28,SCH0083,3,Science,Percentage,72.0%,100,61,72.0
TST006596,2025-05-15,SCH0175,5,Mathematics,%,88.3%,100,148,88.3
TST005913,2025-09-14,SCH0152,3,Science,Letter Grade,C,NA,70,70.0
TST002513,2025-04-14,SCH0011,5,Science,CGPA,8.1,10,67,81.0
TST001864,2026-03-24,SCH0419,4,Mathematics,Letter Grade,D,NA,34,60.0
TST003833,2025-04-28,SCH0054,5,Hindi,Letter Grade,D,NA,56,60.0
TST004503,2025-09-23,SCH0557,8,EVS,Raw Marks,68.3/100,100,131,68.3
TST007263,2025-10-18,SCH0435,7,English,pct,56.0%,100,36,56.0
TST004990,2025-01-10,SCH0439,6,Mathematics,Letter Grade,B,NA,57,80.0
TST001808,2026-03-01,SCH0031,7,Mathematics,Letter Grade,D,NA,33,60.0
TST002699,2025-12-26,SCH0325,6,Mathematics,CGPA,6.7,10,92,67.0
TST004336,2025-09-08,SCH0546,4,Punjabi,%,87.9%,100,95,87.9
TST005419,2025-07-04,SCH0009,7,Punjabi,pct,72.5%,100,55,72.5
TST006550,2025-10-05,SCH0491,4,Mathematics,%,46.6%,100,135,46.6
TST004066,2025-11-05,SCH0171,3,Science,Letter Grade,D,NA,84,60.0
TST004192,2025-06-17,SCH0100,8,Punjabi,Letter Grade,C,NA,113,70.0
TST007345,2025-10-07,SCH0591,5,Mathematics,Percentage,45.9%,100,79,45.9
TST007931,2026-01-02,SCH0233,6,Mathematics,Letter Grade,D,NA,92,60.0
TST007154,2025-09-11,SCH0192,5,Mathematics,CGPA,5.4,10,132,54.0
TST005700,2026-03-02,SCH0153,4,EVS,Letter Grade,A,NA,52,90.0
TST000449,2026-01-18,SCH0533,3,Mathematics,Raw Marks,38.4/50,50,122,76.8
TST006880,2025-06-24,SCH0315,8,English,Raw Marks,80.3/100,100,143,80.3
TST001892,2025-05-23,SCH0580,7,EVS,Letter Grade,D,NA,83,60.0
TST002632,2025-05-06,SCH0539,5,Punjabi,Raw Marks,46.8/100,100,73,46.8
TST004440,2025-07-20,SCH0584,4,Mathematics,Raw Marks,84.0/100,100,54,84.0
TST005322,2025-08-23,SCH0461,8,Mathematics,pct,76.5%,100,148,76.5
TST002466,2025-10-11,SCH0436,7,Punjabi,Percentage,73.2%,100,77,73.2
TST006646,2025-05-12,SCH0423,4,Science,%,49.0%,100,132,49.0
TST006387,2025-06-12,SCH0186,6,Hindi,pct,59.4%,100,36,59.4
TST005824,2026-03-24,SCH0433,4,EVS,CGPA,8.8,10,31,88.0
TST000892,2025-11-20,SCH0400,5,Mathematics,CGPA,8.8,10,96,88.0
TST000929,2025-06-09,SCH0064,4,Hindi,Percentage,69.7%,100,113,69.7
TST000579,2026-03-14,SCH0113,6,Mathematics,Letter Grade,B,NA,33,80.0
TST007975,2025-10-20,SCH0001,8,Hindi,Percentage,62.1%,100,140,62.1
TST001587,2025-11-23,SCH0225,7,Science,CGPA,5.9,10,130,59.0
TST004823,2025-09-24,SCH0094,8,Science,%,87.3%,100,26,87.3
TST006595,2025-04-09,SCH0514,5,Science,Letter Grade,B,NA,71,80.0
TST007957,2025-10-26,SCH0533,7,Science,Raw Marks,22.4/50,50,49,44.8
TST001650,2026-02-15,SCH0571,6,English,Percentage,82.8%,100,54,82.8
TST004940,2025-11-20,SCH0227,8,EVS,CGPA,8.9,10,116,89.0
TST000241,2025-10-10,SCH0557,3,English,Raw Marks,31.1/50,50,94,62.2
TST002318,2026-01-06,SCH0025,8,Mathematics,Raw Marks,12.1/25,25,71,48.4
TST000955,2026-01-25,SCH0374,6,Mathematics,Raw Marks,22.2/25,25,55,88.8
TST002198,2025-05-16,SCH0216,8,Mathematics,Letter Grade,C,NA,91,70.0
TST007764,2025-11-26,SCH0286,5,Punjabi,Letter Grade,D,NA,82,60.0
TST004983,2025-07-22,SCH0318,4,Mathematics,Letter Grade,B,NA,123,80.0
TST002941,2026-01-26,SCH0556,6,Mathematics,pct,41.2%,100,24,41.2
TST007228,2025-04-11,SCH0578,4,EVS,Letter Grade,D,NA,136,60.0
TST002281,2026-02-09,SCH0498,3,EVS,Raw Marks,28.6/50,50,54,57.2
TST000149,2026-01-14,SCH0552,5,Hindi,Letter Grade,B,NA,33,80.0
TST002010,2026-02-22,SCH0260,4,English,CGPA,7.1,10,103,71.0
TST001513,2025-12-04,SCH0547,8,Mathematics,Letter Grade,E,NA,61,50.0
TST006593,2025-07-14,SCH0285,4,Mathematics,Letter Grade,E,NA,105,50.0
TST007415,2025-09-25,SCH0327,4,English,%,66.8%,100,144,66.8
TST000073,2026-02-14,SCH0537,7,Mathematics,CGPA,6.3,10,33,63.0
TST007505,2025-02-12,SCH0564,4,Science,Raw Marks,83.0/100,100,103,83.0
TST004144,2025-12-23,SCH0554,8,Science,Raw Marks,92.1/100,100,97,92.1
TST004325,2025-04-17,SCH0428,5,English,pct,66.4%,100,44,66.4
TST002828,2025-04-23,SCH0529,4,Punjabi,Raw Marks,40.6/50,50,76,81.2
TST007554,2025-04-22,SCH0371,5,Mathematics,Raw Marks,13.3/25,25,44,53.2
TST002050,2025-10-14,SCH0225,8,Mathematics,Letter Grade,E,NA,20,50.0
TST007828,2025-09-20,SCH0581,7,Mathematics,Raw Marks,11.3/25,25,150,45.2
TST005788,2025-04-16,SCH0486,8,English,Percentage,80.5%,100,142,80.5
TST004670,2025-04-07,SCH0309,8,English,pct,53.5%,100,104,53.5
TST001544,2026-03-20,SCH0567,5,Science,Raw Marks,67.1/100,100,48,67.1
TST006291,2026-10-01,SCH0008,4,Mathematics,Letter Grade,B,NA,106,80.0
TST001172,2025-10-21,SCH0455,3,English,Letter Grade,B,NA,109,80.0
TST006309,2025-08-07,SCH0026,3,Mathematics,CGPA,9.1,10,129,91.0
TST002797,2025-12-21,SCH0538,6,Mathematics,Raw Marks,20.6/25,25,127,82.4
TST001678,2025-02-08,SCH0488,4,English,Letter Grade,C,NA,60,70.0
TST005421,2025-04-16,SCH0405,3,Mathematics,Letter Grade,E,NA,144,50.0
TST005561,2025-08-14,SCH0353,4,Mathematics,Letter Grade,D,NA,63,60.0
TST003093,2025-05-28,SCH0469,5,EVS,Letter Grade,E,NA,41,50.0
TST000442,2025-07-11,SCH0404,7,Hindi,Letter Grade,C,NA,36,70.0
TST006919,2025-10-14,SCH0369,3,Hindi,%,92.1%,100,53,92.1
TST003786,2025-07-17,SCH0312,7,EVS,CGPA,7.4,10,78,74.0
TST002182,2025-06-25,SCH0227,8,EVS,Letter Grade,D,NA,132,60.0
TST002620,2026-02-26,SCH0534,4,Hindi,CGPA,6.3,10,139,63.0
TST002705,2025-08-29,SCH0456,5,Mathematics,Percentage,92.4%,100,113,92.4
TST004543,2025-12-20,SCH0525,7,Punjabi,CGPA,6.6,10,146,66.0
TST005193,2025-06-29,SCH0466,3,Mathematics,Letter Grade,B,NA,76,80.0
TST003920,2025-12-23,SCH0163,3,Punjabi,Raw Marks,19.5/25,25,76,78.0
TST000647,2026-02-03,SCH0322,8,Mathematics,Letter Grade,C,NA,57,70.0
TST000043,2025-06-27,SCH0300,6,Science,pct,79.5%,100,113,79.5
TST003859,2025-09-26,SCH0409,3,Punjabi,%,43.7%,100,26,43.7
TST001834,2025-10-10,SCH0393,6,Mathematics,%,55.8%,100,87,55.8
TST000376,2025-04-04,SCH0533,7,Mathematics,CGPA,4.8,10,108,48.0
TST007651,2025-06-26,SCH0286,3,EVS,CGPA,5.1,10,93,51.0
TST002868,2026-02-20,SCH0164,7,Hindi,pct,79.3%,100,31,79.3
TST007814,2026-02-22,SCH0597,7,EVS,Percentage,53.7%,100,54,53.7
TST004353,2025-04-25,SCH0065,4,Science,pct,52.9%,100,52,52.9
TST001432,2025-07-15,SCH0155,5,Mathematics,CGPA,6.3,10,149,63.0
TST001383,2025-09-22,SCH0086,4,Mathematics,Raw Marks,25.7/50,50,39,51.4
TST005708,2025-08-19,SCH0019,5,Mathematics,CGPA,8.9,10,92,89.0
TST002869,2025-06-13,SCH0275,4,EVS,Raw Marks,43.9/50,50,121,87.8
TST003664,2025-06-11,SCH0003,6,Science,Percentage,73.6%,100,32,73.6
TST004668,2025-11-06,SCH0329,8,Punjabi,%,79.0%,100,100,79.0
TST000599,2026-01-22,SCH0317,3,Punjabi,CGPA,4.0,10,63,40.0
TST006768,2025-05-07,SCH0359,6,Mathematics,%,67.5%,100,54,67.5
TST000763,2025-10-25,SCH0525,4,Punjabi,Raw Marks,44.5/100,100,139,44.5
TST003020,2025-12-02,SCH0555,6,Mathematics,CGPA,8.2,10,57,82.0
TST006348,2025-08-29,SCH0517,4,English,Percentage,41.3%,100,20,41.3
TST003193,2026-02-07,SCH0162,8,EVS,Letter Grade,C,NA,28,70.0
TST005832,2025-12-28,SCH0544,3,Science,Raw Marks,21.4/50,50,28,42.8
TST003997,2025-10-02,SCH0534,6,Punjabi,Percentage,74.0%,100,27,74.0
TST003398,2025-09-10,SCH0247,7,Hindi,pct,52.6%,100,96,52.6
TST001007,2026-03-18,SCH0239,6,Mathematics,pct,70.5%,100,97,70.5
TST005075,2025-09-30,SCH0596,5,Mathematics,Letter Grade,C,NA,79,70.0
TST007320,2025-07-24,SCH0176,6,Punjabi,Raw Marks,25.6/50,50,133,51.2
TST004674,2025-10-17,SCH0174,6,Science,pct,40.6%,100,104,40.6
TST007512,2025-11-25,SCH0280,5,EVS,Percentage,88.8%,100,56,88.8
TST007837,2025-12-20,SCH0361,3,Science,CGPA,6.6,10,106,66.0
TST005478,2025-05-22,SCH0340,6,Mathematics,Letter Grade,D,NA,73,60.0
TST000280,2025-10-24,SCH0165,5,Mathematics,Letter Grade,E,NA,87,50.0
TST006659,2025-04-01,SCH0565,3,Hindi,Letter Grade,D,NA,72,60.0
TST004409,2025-03-06,SCH0018,4,Science,CGPA,9.5,10,75,95.0
TST001960,2026-12-02,SCH0415,6,Hindi,CGPA,5.7,10,47,57.0
TST001602,2025-08-21,SCH0382,8,Hindi,CGPA,4.0,10,32,40.0
TST005042,2025-05-16,SCH0175,8,EVS,Raw Marks,65.0/100,100,139,65.0
TST000076,2026-02-23,SCH0461,4,English,Percentage,67.7%,100,129,67.7
TST000080,2025-05-12,SCH0373,4,Mathematics,Raw Marks,23.1/25,25,137,92.4
TST003597,2026-03-30,SCH0422,4,English,%,58.3%,100,116,58.3
TST000900,2025-08-19,SCH0036,6,Hindi,Letter Grade,B,NA,128,80.0
TST001893,2025-04-20,SCH0473,5,Hindi,Letter Grade,B,NA,51,80.0
TST005811,2025-07-09,SCH0539,7,Mathematics,pct,45.7%,100,50,45.7
TST002684,2025-09-06,SCH0538,8,Mathematics,Percentage,88.2%,100,83,88.2
TST005742,2026-06-03,SCH0201,4,Science,CGPA,7.7,10,83,77.0
TST005208,2026-03-22,SCH0152,6,Mathematics,Letter Grade,D,NA,62,60.0
TST002573,2025-07-30,SCH0240,4,English,Raw Marks,39.0/50,50,38,78.0
TST007899,2025-12-09,SCH0167,3,Mathematics,CGPA,7.1,10,78,71.0
TST003360,2026-03-11,SCH0467,5,EVS,pct,79.6%,100,79,79.6
TST001151,2025-06-14,SCH0136,7,English,Letter Grade,B,NA,80,80.0
TST003567,2026-01-10,SCH0489,6,Mathematics,Percentage,43.1%,100,101,43.1
TST006313,2025-09-21,SCH0174,7,Punjabi,CGPA,5.0,10,106,50.0
TST003332,2025-11-10,SCH0003,8,Punjabi,CGPA,9.0,10,103,90.0
TST005324,2026-02-22,SCH0206,8,Punjabi,Letter Grade,C,NA,98,70.0
TST000632,2026-02-06,SCH0207,3,Mathematics,CGPA,5.6,10,56,56.0
TST004442,2025-12-14,SCH0351,8,Mathematics,CGPA,6.2,10,88,62.0
TST007928,2025-11-05,SCH0115,8,Hindi,Raw Marks,33.4/50,50,73,66.8
TST001070,2025-11-04,SCH0021,7,EVS,Percentage,41.4%,100,24,41.4
TST001649,2025-09-19,SCH0291,7,English,CGPA,4.0,10,59,40.0
TST004953,2025-12-12,SCH0217,5,Mathematics,Letter Grade,D,NA,60,60.0
TST006325,2025-08-11,SCH0073,5,Mathematics,Letter Grade,D,NA,99,60.0
TST004509,2025-11-16,SCH0065,7,Mathematics,%,68.8%,100,112,68.8
TST005494,2025-05-04,SCH0394,4,Mathematics,%,60.8%,100,32,60.8
TST007309,2025-04-19,SCH0402,6,Mathematics,%,40.2%,100,98,40.2
TST000996,2026-01-30,SCH0146,3,Mathematics,pct,40.6%,100,25,40.6
TST003571,2026-03-08,SCH0432,6,Mathematics,%,56.0%,100,142,56.0
TST007089,2026-02-22,SCH0053,3,Mathematics,Letter Grade,D,NA,84,60.0
TST005879,2025-05-09,SCH0257,3,Punjabi,pct,56.8%,100,30,56.8
TST003413,2026-02-03,SCH0276,7,EVS,Percentage,62.8%,100,74,62.8
TST005829,2025-09-25,SCH0123,3,Punjabi,Letter Grade,D,NA,59,60.0
TST005773,2025-06-06,SCH0056,6,Punjabi,CGPA,7.5,10,143,75.0
TST004316,2025-07-10,SCH0022,7,Hindi,Letter Grade,D,NA,26,60.0
TST001867,2025-11-02,SCH0388,5,Hindi,pct,45.7%,100,128,45.7
TST003261,2025-11-18,SCH0160,4,Punjabi,Letter Grade,C,NA,74,70.0
TST005578,2026-01-25,SCH0136,6,Punjabi,Percentage,47.4%,100,54,47.4
TST005999,2025-09-20,SCH0334,7,Mathematics,CGPA,6.5,10,24,65.0
TST002878,2025-11-30,SCH0082,6,Hindi,Raw Marks,12.2/25,25,117,48.8
TST004032,2026-01-04,SCH0345,4,Hindi,pct,45.2%,100,35,45.2
TST006891,2025-06-04,SCH0192,4,Mathematics,Letter Grade,E,NA,62,50.0
TST005677,2025-05-11,SCH0085,3,Mathematics,Letter Grade,C,NA,134,70.0
TST001591,2025-04-12,SCH0060,8,Punjabi,Percentage,40.1%,100,62,40.1
TST005362,2026-03-06,SCH0198,4,Hindi,Letter Grade,D,NA,123,60.0
TST002567,2026-02-13,SCH0356,6,Hindi,Raw Marks,25.4/50,50,33,50.8
TST005586,2025-06-14,SCH0150,7,Mathematics,Percentage,61.1%,100,135,61.1
TST001761,2025-05-09,SCH0052,4,Mathematics,pct,71.9%,100,86,71.9
TST007186,2025-09-10,SCH0389,5,Hindi,Raw Marks,29.0/50,50,91,57.99999999999999
TST005041,2025-11-30,SCH0252,4,English,Letter Grade,B,NA,27,80.0
TST001727,2026-03-05,SCH0423,7,Mathematics,Percentage,65.3%,100,136,65.3
TST003547,2026-01-14,SCH0455,8,Mathematics,Letter Grade,D,NA,40,60.0
TST003438,2025-04-03,SCH0587,3,English,Raw Marks,92.2/100,100,35,92.2
TST005545,2025-05-16,SCH0511,7,Science,pct,83.7%,100,72,83.7
TST001452,2025-06-05,SCH0325,3,Mathematics,Raw Marks,22.7/25,25,133,90.8
TST003708,2025-10-03,SCH0232,8,EVS,CGPA,8.9,10,150,89.0
TST000434,2026-01-09,SCH0062,5,Mathematics,Letter Grade,D,NA,38,60.0
TST002417,2025-04-04,SCH0073,4,Science,Raw Marks,28.0/50,50,71,56.00000000000001
TST005305,2025-08-02,SCH0378,5,Mathematics,Letter Grade,A,NA,45,90.0
TST007668,2026-02-19,SCH0231,5,EVS,Letter Grade,C,NA,96,70.0
TST004098,2025-08-24,SCH0023,5,Science,pct,47.5%,100,149,47.5
TST006776,2025-10-05,SCH0452,7,EVS,Raw Marks,43.0/50,50,105,86.0
TST006108,2026-02-11,SCH0144,5,Hindi,Letter Grade,C,NA,141,70.0
TST000722,2025-12-12,SCH0190,4,Mathematics,%,47.2%,100,62,47.2
TST005994,2025-05-23,SCH0395,5,Punjabi,pct,79.6%,100,74,79.6
TST005397,2025-09-11,SCH0480,6,EVS,CGPA,8.4,10,98,84.0
TST007281,2025-08-13,SCH0105,6,Mathematics,Percentage,94.6%,100,101,94.6
TST003646,2026-01-17,SCH0362,6,Mathematics,CGPA,5.2,10,71,52.0
TST001564,2025-06-26,SCH0428,8,Science,Raw Marks,29.5/50,50,110,59.0
TST002058,2025-05-06,SCH0427,4,Mathematics,Raw Marks,16.0/25,25,57,64.0
TST007499,2026-02-21,SCH0445,8,Punjabi,CGPA,4.4,10,84,44.0
TST003163,2025-05-26,SCH0410,8,Mathematics,Letter Grade,B,NA,27,80.0
TST002343,2026-01-03,SCH0486,5,English,Letter Grade,B,NA,52,80.0
TST002099,2025-08-27,SCH0078,7,English,Raw Marks,14.6/25,25,131,58.4
TST003472,2025-07-11,SCH0208,7,Hindi,CGPA,7.5,10,24,75.0
TST007197,2025-06-28,SCH0247,4,Hindi,pct,74.5%,100,130,74.5
TST002548,2025-11-08,SCH0159,5,Hindi,Raw Marks,47.1/50,50,125,94.2
TST003885,2025-10-06,SCH0085,8,Hindi,Letter Grade,B,NA,139,80.0
TST002416,2025-09-23,SCH0274,7,Mathematics,Letter Grade,B,NA,123,80.0
TST004775,2025-08-02,SCH0519,3,EVS,Raw Marks,38.4/50,50,48,76.8
TST001817,2025-04-07,SCH0150,3,Mathematics,CGPA,8.0,10,39,80.0
TST003659,2026-01-13,SCH0372,8,English,Letter Grade,C,NA,91,70.0
TST005828,2025-09-04,SCH0032,4,Hindi,Letter Grade,D,NA,86,60.0
TST007693,2025-12-26,SCH0315,3,Mathematics,Percentage,52.8%,100,21,52.8
TST001527,2026-01-12,SCH0527,4,Punjabi,Raw Marks,12.4/25,25,141,49.6
TST003550,2026-03-02,SCH0312,4,English,CGPA,6.5,10,113,65.0
TST006054,2025-10-21,SCH0426,5,Punjabi,Letter Grade,C,NA,48,70.0
TST004072,2025-06-04,SCH0265,5,Science,Letter Grade,D,NA,55,60.0
TST005512,2026-03-24,SCH0563,5,Mathematics,Letter Grade,D,NA,60,60.0
TST001331,2026-01-28,SCH0429,8,Mathematics,%,71.4%,100,127,71.4
TST002798,2025-04-12,SCH0312,8,EVS,CGPA,6.3,10,97,63.0
TST003556,2025-06-03,SCH0054,4,EVS,pct,67.7%,100,130,67.7
TST002676,2026-03-02,SCH0447,4,English,CGPA,5.9,10,96,59.0
TST005123,2026-03-25,SCH0410,5,EVS,Letter Grade,B,NA,58,80.0
TST004505,2026-02-15,SCH0439,4,Punjabi,Raw Marks,40.0/50,50,54,80.0
TST004985,2026-02-14,SCH0072,4,Punjabi,pct,57.7%,100,136,57.7
TST003999,2025-09-11,SCH0215,8,Mathematics,Raw Marks,45.6/50,50,113,91.2
TST004482,2025-10-25,SCH0417,3,EVS,Letter Grade,B,NA,34,80.0
TST004951,2025-07-22,SCH0438,8,Science,pct,68.4%,100,103,68.4
TST004870,2026-08-02,SCH0434,7,EVS,CGPA,7.6,10,136,76.0
TST002637,2026-03-19,SCH0160,6,EVS,Letter Grade,B,NA,97,80.0
TST005030,2025-06-16,SCH0493,7,English,Letter Grade,E,NA,63,50.0
TST003400,2025-05-01,SCH0354,8,Mathematics,pct,85.8%,100,108,85.8
TST003289,2025-08-13,SCH0373,7,EVS,pct,69.8%,100,149,69.8
TST004640,2025-06-11,SCH0581,7,Hindi,pct,54.4%,100,99,54.4
TST006096,2025-04-28,SCH0470,3,English,Raw Marks,10.4/25,25,143,41.6
TST002134,2026-03-18,SCH0450,5,Mathematics,Letter Grade,D,NA,71,60.0
TST000229,2026-02-27,SCH0213,3,Mathematics,Letter Grade,D,NA,33,60.0
TST000581,2026-01-24,SCH0581,4,Hindi,Raw Marks,38.5/50,50,98,77.0
TST004801,2025-04-11,SCH0060,4,Mathematics,CGPA,7.3,10,85,73.0
TST002997,2025-04-19,SCH0254,3,Mathematics,CGPA,6.9,10,89,69.0
TST005642,2025-07-17,SCH0525,5,Mathematics,Percentage,81.9%,100,127,81.9
TST006529,2025-05-29,SCH0524,7,English,Raw Marks,22.9/50,50,94,45.8
TST000945,2025-09-11,SCH0516,7,Science,%,92.9%,100,64,92.9
TST004165,2026-01-21,SCH0130,5,Mathematics,Raw Marks,47.1/50,50,25,94.2
TST000591,2025-10-22,SCH0505,7,EVS,pct,83.4%,100,82,83.4
TST004712,2025-04-06,SCH0422,5,Mathematics,CGPA,5.1,10,105,51.0
TST006803,2025-05-18,SCH0304,7,Mathematics,Raw Marks,41.6/100,100,55,41.6
TST005455,2025-12-31,SCH0522,5,EVS,Letter Grade,A,NA,66,90.0
TST004673,2025-08-29,SCH0590,5,Punjabi,%,53.6%,100,142,53.6
TST005676,2025-11-15,SCH0423,6,English,Raw Marks,71.0/100,100,65,71.0
TST003416,2025-11-30,SCH0063,8,EVS,Percentage,70.6%,100,33,70.6
TST004180,2025-12-26,SCH0307,3,EVS,Letter Grade,B,NA,42,80.0
TST002551,2025-07-24,SCH0567,7,EVS,Raw Marks,50.1/100,100,108,50.1
TST007414,2025-04-28,SCH0114,4,EVS,pct,65.2%,100,82,65.2
TST006673,2026-03-21,SCH0468,8,Mathematics,Letter Grade,D,NA,131,60.0
TST000781,2025-04-25,SCH0564,3,Hindi,CGPA,4.3,10,45,43.0
TST000425,2025-12-08,SCH0278,5,Hindi,Raw Marks,23.5/50,50,104,47.0
TST003826,2025-10-23,SCH0256,8,EVS,pct,85.1%,100,143,85.1
TST005915,2025-07-03,SCH0295,7,Punjabi,Raw Marks,44.4/50,50,144,88.8
TST003245,2026-01-11,SCH0243,8,Mathematics,Letter Grade,C,NA,34,70.0
TST006394,2025-07-22,SCH0055,8,Mathematics,Raw Marks,73.9/100,100,130,73.9
TST000345,2025-12-12,SCH0163,5,Mathematics,Letter Grade,C,NA,91,70.0
TST006305,2025-08-11,SCH0350,4,Science,Raw Marks,20.9/50,50,70,41.8
TST003958,2025-12-09,SCH0270,4,EVS,Percentage,44.7%,100,136,44.7
TST006597,2025-09-30,SCH0186,3,Science,Letter Grade,B,NA,109,80.0
TST000832,2026-01-07,SCH0014,7,Hindi,%,54.0%,100,105,54.0
TST007284,2025-08-13,SCH0568,3,Mathematics,CGPA,5.5,10,134,55.0
TST003083,2025-05-15,SCH0581,5,Punjabi,Percentage,79.2%,100,102,79.2
TST000640,2025-10-25,SCH0208,4,English,pct,93.0%,100,62,93.0
TST006693,2026-01-24,SCH0378,3,Punjabi,Raw Marks,29.1/50,50,40,58.20000000000001
TST005434,2026-01-17,SCH0438,5,Science,Raw Marks,26.8/50,50,64,53.6
TST003816,2026-08-01,SCH0225,6,Hindi,Letter Grade,D,NA,58,60.0
TST007395,2026-03-17,SCH0474,3,Hindi,pct,43.4%,100,126,43.4
TST007786,2025-08-25,SCH0126,3,Science,Raw Marks,19.4/25,25,134,77.6
TST004810,2025-08-30,SCH0157,7,EVS,Letter Grade,E,NA,75,50.0
TST005022,2025-10-01,SCH0319,4,Mathematics,pct,42.5%,100,147,42.5
TST001809,2025-12-05,SCH0126,3,Mathematics,CGPA,4.2,10,59,42.0
TST004915,2025-04-25,SCH0202,3,English,%,65.9%,100,145,65.9
TST002823,2026-02-20,SCH0199,4,Science,Raw Marks,51.5/100,100,110,51.5
TST003669,2026-03-22,SCH0332,8,Mathematics,Raw Marks,62.6/100,100,119,62.6
TST001799,2025-09-07,SCH0448,7,Mathematics,CGPA,4.0,10,140,40.0
TST006123,2026-03-18,SCH0290,5,Hindi,CGPA,8.6,10,60,86.0
TST001479,2025-06-19,SCH0042,3,Hindi,CGPA,6.1,10,97,61.0
TST007305,2025-10-29,SCH0193,6,Hindi,Letter Grade,C,NA,102,70.0
TST003358,2025-10-09,SCH0004,4,English,CGPA,8.2,10,102,82.0
TST003518,2025-10-12,SCH0583,4,English,Raw Marks,41.5/100,100,118,41.5
TST005085,2025-04-15,SCH0569,3,English,Letter Grade,B,NA,66,80.0
TST004499,2026-03-30,SCH0557,7,Mathematics,%,79.9%,100,59,79.9
TST006484,2025-07-14,SCH0401,7,EVS,CGPA,4.3,10,124,43.0
TST002825,2025-12-31,SCH0573,6,Science,Letter Grade,B,NA,46,80.0
TST004299,2025-09-05,SCH0013,4,Hindi,%,70.9%,100,135,70.9
